status,match_key,landsd_en,landsd_zh,landsd_district,landsd_date,landsd_gn,our_first_en,our_first_zh,our_first_date,our_first_gn,our_first_event_id,our_first_change_kind,our_latest_date,our_latest_gn,our_latest_event_id,our_latest_change_kind,date_eq_first,gn_eq_first,date_eq_latest,gn_eq_latest,notes
agree_first_only,en_zh:Kowloon City Road|九龍城道,KOWLOON CITY ROAD,九龍城道,KC,1926-04-16,GN202,Kowloon City Road,九龍城道,1926-04-16,GN202,crowd|1926-gn202-to-kwa-wan-road-11063-1926-04-16,declare,1926-06-25,GN342,crowd|1926-gn342-nga-tsin-wai-road-11063-1926-06-25,extend,true,true,false,false,landsd_matches_first_not_latest
agree_first_only,en_zh:Tai Nan West Street|大南西街,TAI NAN WEST STREET,大南西街,SSP,1976-06-18,GN1301,Tai Nan West Street,大南西街,1976-06-18,GN1301,crowd|1976-gn1301-cheung-sha-wan-west-renames-Tai-Nan-West-Street-大南西街-1976-06-18,rename,1976-06-18,GN1302,crowd|1976-gn1302-cheung-sha-wan-new-streets-Tai-Nan-West-Street-大南西街-1976-06-18,extend,true,true,true,false,landsd_matches_first_not_latest
agree_latest,en_zh:A Kung Ngam Road|阿公岩道,A KUNG NGAM ROAD,阿公岩道,E,1975-07-11,GN1540,A Kung Ngam Road,阿公岩道,1975-07-11,GN1540,crowd|1975-gn1540-a-kung-ngam-roads-A-Kung-Ngam-Road-阿公岩道-1975-07-11,declare,1975-07-11,GN1540,crowd|1975-gn1540-a-kung-ngam-roads-A-Kung-Ngam-Road-阿公岩道-1975-07-11,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Aberdeen Main Road|香港仔大道,ABERDEEN MAIN ROAD,香港仔大道,S,1961-08-04,GN1335,Aberdeen Main Road,香港仔大道,1961-08-04,GN1335,crowd|1961-gn1335-island-road-renames-Aberdeen-Main-Road-香港仔大道-1961-08-04,rename,1961-08-04,GN1335,crowd|1961-gn1335-island-road-renames-Aberdeen-Main-Road-香港仔大道-1961-08-04,rename,true,true,true,true,first_equals_latest
agree_latest,en_zh:Aberdeen Reservoir Road|香港仔水塘道,ABERDEEN RESERVOIR ROAD,香港仔水塘道,WC-C&W-S,1984-03-09,GN710,Aberdeen Reservoir Road,香港仔水塘道,1984-03-09,GN710,crowd|1984-gn710-aberdeen-reservoir-Aberdeen-Reservoir-Road-香港仔水塘道-1984-03-09,rename,1984-03-09,GN710,crowd|1984-gn710-aberdeen-reservoir-Aberdeen-Reservoir-Road-香港仔水塘道-1984-03-09,rename,true,true,true,true,first_equals_latest
agree_latest,en:ALBERT PATH,ALBERT PATH,亞厘畢里,C&W,1957-09-27,GN1327,Albert Path,亞厘畢徑,1957-09-27,GN1327,crowd|1957-gn1327-albert-path-Albert-Path-亞厘畢徑-1957-09-27,declare,1957-09-27,GN1327,crowd|1957-gn1327-albert-path-Albert-Path-亞厘畢徑-1957-09-27,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Anhui Street|安徽街,ANHUI STREET,安徽街,KC,1935-04-26,GN334,Anhui Street,安徽街,1935-04-26,GN334,crowd|1935-gn334-kowloon-streets-10020-1935-04-26,declare,1935-04-26,GN334,crowd|1935-gn334-kowloon-streets-10020-1935-04-26,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Apliu Street|鴨寮街,APLIU STREET,鴨寮街,SSP,1927-11-25,GN699,Apliu Street,鴨寮街,1927-11-25,GN699,crowd|1927-gn699-nathan-square-10025-1927-11-25,declare,1927-11-25,GN699,crowd|1927-gn699-nathan-square-10025-1927-11-25,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Arran Street|鴉蘭街,ARRAN STREET,鴉蘭街,YTM,1923-09-28,GN411,Arran Street,鴉蘭街,1923-09-28,GN411,crowd|1923-gn411-cheung-sha-wan-road-10029-1923-09-28,declare,1923-09-28,GN411,crowd|1923-gn411-cheung-sha-wan-road-10029-1923-09-28,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Ash Street|槐樹街,ASH STREET,槐樹街,阿公岩道,1927-11-25,GN699,Ash Street,槐樹街,1927-11-25,GN699,crowd|1927-gn699-nathan-square-10033-1927-11-25,declare,1927-11-25,GN699,crowd|1927-gn699-nathan-square-10033-1927-11-25,declare,true,true,true,true,first_equals_latest
agree_latest,en:AU PUI WAN STREET,AU PUI WAN STREET,㘭背灣街,ST,1981-08-14,GN2405,Au Pui Wan Street,坳背灣街,1981-08-14,GN2405,crowd|1981-gn2405-au-pui-wan-Au-Pui-Wan-Street-坳背灣街-1981-08-14,rename,1981-08-14,GN2405,crowd|1981-gn2405-au-pui-wan-Au-Pui-Wan-Street-坳背灣街-1981-08-14,rename,true,true,true,true,first_equals_latest
agree_latest,en_zh:Babington Path|巴丙頓道,BABINGTON PATH,巴丙頓道,C&W,1904-01-29,GN59,Babington Path,巴丙頓道,1904-01-29,GN59,crowd|1904-gn59-victoria-road-renames-10038-1904-01-29,rename,1904-01-29,GN59,crowd|1904-gn59-victoria-road-renames-10038-1904-01-29,rename,true,true,true,true,first_equals_latest
agree_latest,en_zh:Baker Court|必嘉圍,BAKER COURT,必嘉圍,KC,1958-06-27,GN865,Baker Court,必嘉圍,1954-02-19,GN208,crowd|1954-gn208-baker-court-Baker-Court-必嘉圍-1954-02-19,declare,1958-06-27,GN865,crowd|1958-gn865-major-streets-Baker-Court-必嘉圍-1958-06-27,declare,false,false,true,true,our_event_count=3
agree_latest,en_zh:Bank Street|銀行街,BANK STREET,銀行街,C&W,1974-07-19,GN1822,Bank Street,銀行街,1974-07-19,GN1822,crowd|1974-gn1822-10042-1974-07-19,declare,1974-07-19,GN1822,crowd|1974-gn1822-10042-1974-07-19,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Battery Path|炮台里,BATTERY PATH,炮台里,C&W,1958-06-27,GN865,Battery Path,炮台里,1958-06-27,GN865,crowd|1958-gn865-major-streets-Battery-Path-炮台里-1958-06-27,declare,1958-06-27,GN865,crowd|1958-gn865-major-streets-Battery-Path-炮台里-1958-06-27,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Beach Road|海灘道,BEACH ROAD,海灘道,S,1935-04-12,GN302,Beach Road,海灘道,1935-04-12,GN302,crowd|1935-gn302-south-side-streets-10050-1935-04-12,declare,1935-04-12,GN302,crowd|1935-gn302-south-side-streets-10050-1935-04-12,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Bedford Road|必發道,BEDFORD ROAD,必發道,YTM,1927-11-25,GN699,Bedford Road,必發道,1927-11-25,GN699,crowd|1927-gn699-nathan-square-10053-1927-11-25,declare,1927-11-25,GN699,crowd|1927-gn699-nathan-square-10053-1927-11-25,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Beech Street|櫸樹街,BEECH STREET,櫸樹街,YTM,1927-11-25,GN699,Beech Street,櫸樹街,1927-11-25,GN699,crowd|1927-gn699-nathan-square-10054-1927-11-25,declare,1927-11-25,GN699,crowd|1927-gn699-nathan-square-10054-1927-11-25,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Begonia Road|海棠路,BEGONIA ROAD,海棠路,SSP,1953-11-20,GN1420,Begonia Road,海棠路,1953-11-20,GN1420,crowd|1953-gn1420-yau-yat-chuen-Begonia-Road-海棠路-1953-11-20,declare,1953-11-20,GN1420,crowd|1953-gn1420-yau-yat-chuen-Begonia-Road-海棠路-1953-11-20,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Bel-air Peak Avenue|貝沙山道,BEL-AIR PEAK AVENUE,貝沙山道,S,2009-02-06,GN851,Bel-Air Peak Avenue,貝沙山道,2009-02-06,GN851,2009-02-06|GN851|0,declare,2009-02-06,GN851,2009-02-06|GN851|0,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Big Wave Bay Road|大浪灣道,BIG WAVE BAY ROAD,大浪灣道,S,1935-04-12,GN302,Big Wave Bay Road,大浪灣道,1935-04-12,GN302,crowd|1935-gn302-south-side-streets-10062-1935-04-12,declare,1935-04-12,GN302,crowd|1935-gn302-south-side-streets-10062-1935-04-12,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Bijou Drive|璧如徑,BIJOU DRIVE,璧如徑,Is,2000-09-15,GN6058,Bijou Drive,璧如徑,2000-09-15,GN6058,crowd|2000-gn6058-14038,declare,2000-09-15,GN6058,crowd|2000-gn6058-14038,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Black's Link|布力徑,BLACK'S LINK,布力徑,WC,1957-11-08,GN1495,Black's Link,布力徑,1904-07-29,GN523,crowd|1904-gn523-black-s-link-10064-1904-07-29,declare,1957-11-08,GN1495,crowd|1957-gn1495-cape-collinson-cluster-Black-s-Link-布力徑-1957-11-08,declare,false,false,true,true,
agree_latest,en_zh:Blenheim Avenue|白蘭軒道,BLENHEIM AVENUE,白蘭軒道,YTM,1935-04-26,GN334,Blenheim Avenue,白蘭軒道,1935-04-26,GN334,crowd|1935-gn334-kowloon-streets-10065-1935-04-26,declare,1935-04-26,GN334,crowd|1935-gn334-kowloon-streets-10065-1935-04-26,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Blue Pool Road|藍塘道,BLUE POOL ROAD,藍塘道,WC,1932-10-07,GN635,Blue Pool Road,藍塘道,1932-10-07,GN635,crowd|1932-gn635-south-side-roads-10066-1932-10-07,declare,1932-10-07,GN635,crowd|1932-gn635-south-side-roads-10066-1932-10-07,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Bonham Road|般咸道,BONHAM ROAD,般咸道,C&W,1958-06-27,GN865,Bonham Road,般咸道,1958-06-27,GN865,crowd|1958-gn865-major-streets-Bonham-Road-般咸道-1958-06-27,declare,1958-06-27,GN865,crowd|1958-gn865-major-streets-Bonham-Road-般咸道-1958-06-27,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Borrett Road|波老道,BORRETT ROAD,波老道,C&W,1936-12-31,GN1027,Borrett Road,波老道,1936-12-31,GN1027,crowd|1936-gn1027-central-streets-10074-1936-12-31,declare,1936-12-31,GN1027,crowd|1936-gn1027-central-streets-10074-1936-12-31,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Boundary Street|界限街,BOUNDARY STREET,界限街,KC-YTM-SSP,1929-08-23,GN427,Boundary Street,界限街,1926-04-16,GN202,crowd|1926-gn202-to-kwa-wan-road-10075-1926-04-16,declare,1929-08-23,GN427,crowd|1929-gn427-waterloo-road-10075-1929-08-23,extend,false,false,true,true,our_event_count=4
agree_latest,en_zh:Bowen Road|寶雲道,BOWEN ROAD,寶雲道,C&W-WC,1958-01-03,GN16,Bowen Road,寶雲道,1958-01-03,GN16,crowd|1958-gn16-mid-levels-roads-Bowen-Road-寶雲道-1958-01-03,declare,1958-01-03,GN16,crowd|1958-gn16-mid-levels-roads-Bowen-Road-寶雲道-1958-01-03,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Bowring Street|寶靈街,BOWRING STREET,寶靈街,YTM,1909-03-19,GN184,Bowring Street,寶靈街,1909-03-19,GN184,crowd|1909-gn184-safe-10078-1909-03-19,rename,1909-03-19,GN184,crowd|1909-gn184-safe-10078-1909-03-19,rename,true,true,true,true,first_equals_latest
agree_latest,en:BRAGA CIRCUIT,BRAGA CIRCUIT,布力架街,KC,1936-11-06,GN885,Braga Circuit,布力架道,1936-11-06,GN885,crowd|1936-gn885-kadoorie-braga-10083-1936-11-06,declare,1936-11-06,GN885,crowd|1936-gn885-kadoorie-braga-10083-1936-11-06,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Brewin Path|蒲魯賢徑,BREWIN PATH,蒲魯賢徑,C&W,1919-09-26,GN450,Brewin Path,蒲魯賢徑,1919-09-26,GN450,crowd|1919-gn450-hk-paths-10086-1919-09-26,declare,1919-09-26,GN450,crowd|1919-gn450-hk-paths-10086-1919-09-26,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Briar Avenue|比雅道,BRIAR AVENUE,比雅道,WC,1940-02-07,GN154,Briar Avenue,比雅道,1940-02-07,GN154,crowd|1940-gn154-happy-valley-roads-10087-1940-02-07,declare,1940-02-07,GN154,crowd|1940-gn154-happy-valley-roads-10087-1940-02-07,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Bridges Street|必列者士街,BRIDGES STREET,必列者士街,C&W,1958-06-27,GN865,Bridges Street,必列者士街,1958-06-27,GN865,crowd|1958-gn865-major-streets-Bridges-Street-必列者士街-1958-06-27,declare,1958-06-27,GN865,crowd|1958-gn865-major-streets-Bridges-Street-必列者士街-1958-06-27,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Bristol Avenue|碧仙桃路,BRISTOL AVENUE,碧仙桃路,YTM,1955-08-19,GN925,Bristol Avenue,碧仙桃路,1955-08-19,GN925,crowd|1955-gn925-bristol-avenue-Bristol-Avenue-碧仙桃路-1955-08-19,declare,1955-08-19,GN925,crowd|1955-gn925-bristol-avenue-Bristol-Avenue-碧仙桃路-1955-08-19,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Broadwood Road|樂活道,BROADWOOD ROAD,樂活道,WC,1915-05-21,GN225,Broadwood Road,樂活道,1915-05-21,GN225,crowd|1915-gn225-broadwood-road-10093-1915-05-21,declare,1915-05-21,GN225,crowd|1915-gn225-broadwood-road-10093-1915-05-21,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Broom Road|蟠龍道,BROOM ROAD,蟠龍道,WC,1940-02-07,GN154,Broom Road,蟠龍道,1940-02-07,GN154,crowd|1940-gn154-happy-valley-roads-10094-1940-02-07,declare,1940-02-07,GN154,crowd|1940-gn154-happy-valley-roads-10094-1940-02-07,declare,true,true,true,true,first_equals_latest
agree_latest,en:BROWN STREET,BROWN STREET,布朗街,WC,1941-07-18,GN870,Brown Street,寶現街,1941-07-18,GN870,crowd|1941-gn870-tai-hang-streets-10095-1941-07-18,declare,1941-07-18,GN870,crowd|1941-gn870-tai-hang-streets-10095-1941-07-18,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Bute Street|弼街,BUTE STREET,弼街,YTM,1980-10-10,GN3244,Bute Street,弼街,1923-09-28,GN411,crowd|1923-gn411-cheung-sha-wan-road-10100-1923-09-28,declare,1980-10-10,GN3244,crowd|1980-gn3244-bute-street-Bute-Street-弼街-1980-10-10,extend,false,false,true,true,
agree_latest,en_zh:Cambridge Road|劍橋道,CAMBRIDGE ROAD,劍橋道,KC,1951-05-18,GN522,Cambridge Road,劍橋道,1951-05-18,GN522,crowd|1951-gn522-kowloon-tong-streets-Cambridge-Road-劍橋道-1951-05-18,declare,1951-05-18,GN522,crowd|1951-gn522-kowloon-tong-streets-Cambridge-Road-劍橋道-1951-05-18,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Cameron Lane|金馬倫里,CAMERON LANE,金馬倫里,YTM,1954-08-27,GN1068,Cameron Lane,金馬倫里,1954-08-27,GN1068,crowd|1954-gn1068-cameron-lane-Cameron-Lane-金馬倫里-1954-08-27,declare,1954-08-27,GN1068,crowd|1954-gn1068-cameron-lane-Cameron-Lane-金馬倫里-1954-08-27,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Camp Street|營盤街,CAMP STREET,營盤街,SSP,1934-02-09,GN91,Camp Street,營盤街,1934-02-09,GN91,crowd|1934-gn91-cheung-sha-wan-streets-10111-1934-02-09,declare,1934-02-09,GN91,crowd|1934-gn91-cheung-sha-wan-streets-10111-1934-02-09,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Canal Road East|堅拿道東,CANAL ROAD EAST,堅拿道東,WC,1929-06-14,GN312,Canal Road East,堅拿道東,1929-06-14,GN312,crowd|1929-gn312-johnston-road-10112-1929-06-14,declare,1929-06-14,GN312,crowd|1929-gn312-johnston-road-10112-1929-06-14,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Canal Road West|堅拿道西,CANAL ROAD WEST,堅拿道西,WC,1929-06-14,GN312,Canal Road West,堅拿道西,1929-06-14,GN312,crowd|1929-gn312-johnston-road-10113-1929-06-14,declare,1929-06-14,GN312,crowd|1929-gn312-johnston-road-10113-1929-06-14,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Canton Road|廣東道,CANTON ROAD,廣東道,YTM,1956-06-08,GN717,Canton Road,廣東道,1909-03-19,GN184,crowd|1909-gn184-safe-10115-1909-03-19,rename,1956-06-08,GN717,crowd|1956-gn717-yaumatei-hunghom-Canton-Road-廣東道-1956-06-08,extend,false,false,true,true,
agree_latest,en_zh:Cape Collinson Road|歌連臣角道,CAPE COLLINSON ROAD,歌連臣角道,E,1957-11-08,GN1495,Cape Collinson Road,歌連臣角道,1957-11-08,GN1495,crowd|1957-gn1495-cape-collinson-cluster-Cape-Collinson-Road-歌連臣角道-1957-11-08,declare,1957-11-08,GN1495,crowd|1957-gn1495-cape-collinson-cluster-Cape-Collinson-Road-歌連臣角道-1957-11-08,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Carnarvon Road|加拿分道,CARNARVON ROAD,加拿分道,YTM,1958-06-27,GN865,Carnarvon Road,加拿分道,1958-06-27,GN865,crowd|1958-gn865-major-streets-Carnarvon-Road-加拿分道-1958-06-27,declare,1958-06-27,GN865,crowd|1958-gn865-major-streets-Carnarvon-Road-加拿分道-1958-06-27,declare,true,true,true,true,first_equals_latest
agree_latest,en:CASSIA ROAD,CASSIA ROAD,高槐路,SSP,1953-11-20,GN1420,Cassia Road,窩梳路,1953-11-20,GN1420,crowd|1953-gn1420-yau-yat-chuen-Cassia-Road-窩梳路-1953-11-20,declare,1953-11-20,GN1420,crowd|1953-gn1420-yau-yat-chuen-Cassia-Road-窩梳路-1953-11-20,declare,true,true,true,true,first_equals_latest
agree_latest,en:CASTLE LANE,CASTLE LANE,衞城里,C&W,1956-09-28,GN1241,Castle Lane,衛城里,1956-09-28,GN1241,crowd|1956-gn1241-castle-lane-Castle-Lane-衛城里-1956-09-28,declare,1956-09-28,GN1241,crowd|1956-gn1241-castle-lane-Castle-Lane-衛城里-1956-09-28,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Castle Peak Road|青山道,CASTLE PEAK ROAD,青山道,SSP,1926-04-16,GN201,Castle Peak Road,青山道,1926-04-16,GN201,crowd|1926-gn201-castle-peak-road-Castle-Peak-Road-青山道-1926-04-16,declare,1926-04-16,GN201,crowd|1926-gn201-castle-peak-road-Castle-Peak-Road-青山道-1926-04-16,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Catchick Street|吉席街,CATCHICK STREET,吉席街,C&W,1909-03-19,GN184,Catchick Street,吉席街,1909-03-19,GN184,crowd|1909-gn184-safe-10149-1909-03-19,rename,1909-03-19,GN184,crowd|1909-gn184-safe-10149-1909-03-19,rename,true,true,true,true,first_equals_latest
agree_latest,en_zh:Cedar Street|柏樹街,CEDAR STREET,柏樹街,YTM,1927-11-25,GN699,Cedar Street,柏樹街,1927-11-25,GN699,crowd|1927-gn699-nathan-square-10151-1927-11-25,declare,1927-11-25,GN699,crowd|1927-gn699-nathan-square-10151-1927-11-25,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Central Kowloon Bypass|中九龍繞道,CENTRAL KOWLOON BYPASS,中九龍繞道,YTM-KC-KT,2025-11-21,GN7381,Central Kowloon Bypass,中九龍繞道,2025-11-21,GN7381,crowd|2025-gn7381-central-kowloon-bypass-14567-2025-11-21,declare,2025-11-21,GN7381,crowd|2025-gn7381-central-kowloon-bypass-14567-2025-11-21,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Chai Kek Road|寨乪路,CHAI KEK ROAD,寨乪路,TP,2011-12-02,GN7901,Chai Kek Road,寨乪路,2011-12-02,GN7901,2011-12-02|GN7901|0,declare,2011-12-02,GN7901,2011-12-02|GN7901|0,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Chai Wan Road|柴灣道,CHAI WAN ROAD,柴灣道,E,1984-03-30,GN970,Chai Wan Road,柴灣道,1961-08-04,GN1335,crowd|1961-gn1335-island-road-renames-Chai-Wan-Road-柴灣道-1961-08-04,rename,1984-03-30,GN970,crowd|1984-gn970-chai-wan-road-Chai-Wan-Road-柴灣道-1984-03-30,extend,false,false,true,true,
agree_latest,en_zh:Chak Yan Road|澤欣路,CHAK YAN ROAD,澤欣路,TW,2004-12-17,GN8104,Chak Yan Road,澤欣路,2004-12-17,GN8104,crowd|2004-gn8104-14205,declare,2004-12-17,GN8104,crowd|2004-gn8104-14205,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Changsha Street|長沙街,CHANGSHA STREET,長沙街,YTM,1909-03-19,GN184,Changsha Street,長沙街,1909-03-19,GN184,crowd|1909-gn184-safe-10161-1909-03-19,rename,1909-03-19,GN184,crowd|1909-gn184-safe-10161-1909-03-19,rename,true,true,true,true,first_equals_latest
agree_latest,en_zh:Chap Wai Kon Street|插桅杆街,CHAP WAI KON STREET,插桅杆街,ST,1982-12-17,GN3954,Chap Wai Kon Street,插桅杆街,1982-12-17,GN3954,crowd|1982-gn3954-sha-tin-Chap-Wai-Kon-Street-插桅杆街-1982-12-17,declare,1982-12-17,GN3954,crowd|1982-gn3954-sha-tin-Chap-Wai-Kon-Street-插桅杆街-1982-12-17,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Chater Road|遮打道,CHATER ROAD,遮打道,C&W,1958-06-27,GN865,Chater Road,遮打道,1958-06-27,GN865,crowd|1958-gn865-major-streets-Chater-Road-遮打道-1958-06-27,declare,1958-06-27,GN865,crowd|1958-gn865-major-streets-Chater-Road-遮打道-1958-06-27,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Chatham Court|漆咸圍,CHATHAM COURT,漆咸圍,YTM,1949-08-19,GN787,Chatham Court,漆咸圍,1949-08-19,GN787,crowd|1949-gn787-chatham-court-Chatham-Court-漆咸圍-1949-08-19,declare,1949-08-19,GN787,crowd|1949-gn787-chatham-court-Chatham-Court-漆咸圍-1949-08-19,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Chatham Path|漆咸徑,CHATHAM PATH,漆咸徑,C&W,1919-09-26,GN450,Chatham Path,漆咸徑,1919-09-26,GN450,crowd|1919-gn450-hk-paths-10165-1919-09-26,declare,1919-09-26,GN450,crowd|1919-gn450-hk-paths-10165-1919-09-26,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Chatham Road North|漆咸道北,CHATHAM ROAD NORTH,漆咸道北,KC-YTM,1979-01-12,GN111,Chatham Road North,漆咸道北,1978-10-20,GN2702,crowd|1978-gn2702-kowloon-road-splits-Chatham-Road-North-漆咸道北-1978-10-20,rename,1979-01-12,GN111,crowd|1979-gn111-kowloon-road-splits-Chatham-Road-North-漆咸道北-1979-01-12,rename,false,false,true,true,
agree_latest,en_zh:Chatham Road South|漆咸道南,CHATHAM ROAD SOUTH,漆咸道南,YTM,1979-01-12,GN111,Chatham Road South,漆咸道南,1978-10-20,GN2702,crowd|1978-gn2702-kowloon-road-splits-Chatham-Road-South-漆咸道南-1978-10-20,rename,1979-01-12,GN111,crowd|1979-gn111-kowloon-road-splits-Chatham-Road-South-漆咸道南-1979-01-12,rename,false,false,true,true,
agree_latest,en_zh:Che Fong Street|智芳街,CHE FONG STREET,智芳街,K&T,1974-04-19,GN1023,Che Fong Street,智芳街,1974-04-19,GN1023,crowd|1974-gn1023-kwai-chung-streets-10168-1974-04-19,declare,1974-04-19,GN1023,crowd|1974-gn1023-kwai-chung-streets-10168-1974-04-19,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Che Kung Miu Road|車公廟路,CHE KUNG MIU ROAD,車公廟路,ST,1983-12-23,GN3977,Che Kung Miu Road,車公廟路,1981-09-18,GN2794,crowd|1981-gn2794-sha-tin-roads-Che-Kung-Miu-Road-車公廟路-1981-09-18,declare,1983-12-23,GN3977,crowd|1983-gn3977-sha-tin-Che-Kung-Miu-Road-車公廟路-1983-12-23,extend,false,false,true,true,
agree_latest,en_zh:Che Ping Street|車坪街,CHE PING STREET,車坪街,N,1983-04-29,GN1316,Che Ping Street,車坪街,1983-04-29,GN1316,crowd|1983-gn1316-sha-tau-kok-Che-Ping-Street-車坪街-1983-04-29,declare,1983-04-29,GN1316,crowd|1983-gn1316-sha-tau-kok-Che-Ping-Street-車坪街-1983-04-29,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Chengtu Road|成都道,CHENGTU ROAD,成都道,S,1941-10-24,GN1261,Chengtu Road,成都道,1941-10-24,GN1261,crowd|1941-gn1261-aberdeen-streets-10171-1941-10-24,declare,1941-10-24,GN1261,crowd|1941-gn1261-aberdeen-streets-10171-1941-10-24,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Cheong Hang Lane|暢行里,CHEONG HANG LANE,暢行里,KC,1979-06-22,GN1564,Cheong Hang Lane,暢行里,1979-06-22,GN1564,crowd|1979-gn1564-cheong-hang-lane-Cheong-Hang-Lane-暢行里-1979-06-22,declare,1979-06-22,GN1564,crowd|1979-gn1564-cheong-hang-lane-Cheong-Hang-Lane-暢行里-1979-06-22,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Cheong Hang Road|暢行道,CHEONG HANG ROAD,暢行道,KC,1975-07-11,GN1541,Cheong Hang Road,暢行道,1975-07-11,GN1541,crowd|1975-gn1541-hung-hom-streets-Cheong-Hang-Road-暢行道-1975-07-11,declare,1975-07-11,GN1541,crowd|1975-gn1541-hung-hom-streets-Cheong-Hang-Road-暢行道-1975-07-11,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Cheong Ming Street|昌明街,CHEONG MING STREET,昌明街,WC,1930-03-07,GN138,Cheong Ming Street,昌明街,1930-03-07,GN138,crowd|1930-gn138-village-road-10175-1930-03-07,declare,1930-03-07,GN138,crowd|1930-gn138-village-road-10175-1930-03-07,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Cheong Shing Path|昌盛徑,CHEONG SHING PATH,昌盛徑,YL,1983-06-03,GN1752,Cheong Shing Path,昌盛徑,1983-06-03,GN1752,crowd|1983-gn1752-yuen-long-Cheong-Shing-Path-昌盛徑-1983-06-03,declare,1983-06-03,GN1752,crowd|1983-gn1752-yuen-long-Cheong-Shing-Path-昌盛徑-1983-06-03,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Chester Road|志士達道,CHESTER ROAD,志士達道,KC,1950-07-21,GN867,Chester Road,志士達道,1950-07-21,GN867,crowd|1950-gn867-868-869-kowloon-tong-streets-Chester-Road-志士達道-1950-07-21,declare,1950-07-21,GN867,crowd|1950-gn867-868-869-kowloon-tong-streets-Chester-Road-志士達道-1950-07-21,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Cheung Chau Electric Path|長洲電廠徑,CHEUNG CHAU ELECTRIC PATH,長洲電廠徑,Is,2008-12-05,GN8315,Cheung Chau Electric Path,長洲電廠徑,2008-12-05,GN8315,2008-12-05|GN8315|0,declare,2008-12-05,GN8315,2008-12-05|GN8315|0,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Cheung Fat Street|長發街,CHEUNG FAT STREET,長發街,SSP,1934-02-09,GN91,Cheung Fat Street,長發街,1934-02-09,GN91,crowd|1934-gn91-cheung-sha-wan-streets-10188-1934-02-09,declare,1934-02-09,GN91,crowd|1934-gn91-cheung-sha-wan-streets-10188-1934-02-09,declare,true,true,true,true,first_equals_latest
agree_latest,en_zh:Cheung Hong Street|長康街,CHEUNG HONG STREET,長康街,E,1933-07-28,GN511,Cheung Hong Street,長康街,1933-07-28,GN511,crowd|1933-gn511-north-point-streets-10193-1933-07-28,declare,1933-07-28,GN511,crowd|1933-gn511-north-point-streets-10193-1933-07-28,declare,true,true,true,true,first_equals_latest
